source,target
1199157339502338050,1183340831077490688
1199157339502338050,1193394193412087808
1199157339502338050,1194178927142621184
1199157339502338050,1184003501002764288
1199157339502338050,1193750957160648705
1199157339502338050,1187591793455484928
1199157339502338050,1189662111716315139
1199157339502338050,1182032038234411009
1199157339502338050,1196949759866466304
1199157339502338050,1189353233598300160
1199157339502338050,1185152971077758978
1199157339502338050,1196388293556002817
1199157339502338050,1182110998078976000
1199157339502338050,1189991170467860480
1199157339502338050,1190279960885248001
1199157339502338050,1184040390195896320
1199157339502338050,1189443135761457152
1199157339502338050,1182813072144007168
1199157339502338050,1197875444898553857
1199157339502338050,1183025991783976962
1199157339502338050,1192372452996898816
1199157339502338050,1197886829242060803
1199157339502338050,1195772011911380992
1199157339502338050,1182632251546169344
1199157339502338050,1185558906933776384
1199157339502338050,1179037069869404161
1199157339502338050,1195167113557807109
1199157339502338050,1191652995634622465
1199157339502338050,1184839096075608070
1199157339502338050,1194787121606737920
1199157339502338050,1191808313123467264
1199157339502338050,1189948227442937856
1199157339502338050,1198844633175879680
1199157339502338050,1181638327281340417
1199157339502338050,1181631422110392320
1199157339502338050,1187432213924724737
1199157339502338050,1188954192704094210
1199157339502338050,1189901083352559622
1199157339502338050,1194996751180189698
1199157339502338050,1196188648900685824
1199157339502338050,1190080251944042496
1199157339502338050,1183717736242995202
1199157339502338050,1187745644942901249
1199157339502338050,1189893262531674113
1199157339502338050,1181278604094631942
1199157339502338050,1195408438324604933
1199157339502338050,1193272046513541121
1185201782630150145,1186882459943817216
1185201782630150145,1191754334209314816
1185201782630150145,1186472904361271296
1185201782630150145,1199594520205307906
1185201782630150145,1179958126130253824
1185201782630150145,1195680848701321216
1185201782630150145,1184269003134365696
1185201782630150145,1189890280964575234
1185201782630150145,1179306005064228865
1185201782630150145,1183313083520995328
1185201782630150145,1192457241686757376
1185201782630150145,1190610796268703744
1185201782630150145,1183340831077490688
1185201782630150145,1193394193412087808
1185201782630150145,1194178927142621184
1185201782630150145,1184003501002764288
1185201782630150145,1193750957160648705
1185201782630150145,1187591793455484928
1185201782630150145,1189662111716315139
1185201782630150145,1182032038234411009
1185201782630150145,1196949759866466304
1185201782630150145,1189353233598300160
1185201782630150145,1185152971077758978
1185201782630150145,1196388293556002817
1185201782630150145,1182110998078976000
1185201782630150145,1189991170467860480
1185201782630150145,1190279960885248001
1185201782630150145,1184040390195896320
1185201782630150145,1189443135761457152
1185201782630150145,1182813072144007168
1185201782630150145,1197875444898553857
1185201782630150145,1183025991783976962
1185201782630150145,1192372452996898816
1185201782630150145,1197886829242060803
1185201782630150145,1195772011911380992
1185201782630150145,1182632251546169344
1185201782630150145,1185558906933776384
1185201782630150145,1179037069869404161
1185201782630150145,1195167113557807109
1185201782630150145,1191652995634622465
1185201782630150145,1184839096075608070
1185201782630150145,1194787121606737920
1185201782630150145,1191808313123467264
1185201782630150145,1189948227442937856
1185201782630150145,1198844633175879680
1185201782630150145,1181638327281340417
1185201782630150145,1181631422110392320
1185201782630150145,1187432213924724737
1185201782630150145,1188954192704094210
1185201782630150145,1189901083352559622
1185201782630150145,1194996751180189698
1185201782630150145,1196188648900685824
1185201782630150145,1190080251944042496
1185201782630150145,1183717736242995202
1185201782630150145,1187745644942901249
1185201782630150145,1189893262531674113
1185201782630150145,1181278604094631942
1185201782630150145,1195408438324604933
1185201782630150145,1184869941482160128
1186882459943817216,1191754334209314816
1186882459943817216,1186472904361271296
1186882459943817216,1199594520205307906
1186882459943817216,1179958126130253824
1186882459943817216,1195680848701321216
1186882459943817216,1184269003134365696
1186882459943817216,1189890280964575234
1186882459943817216,1179306005064228865
1186882459943817216,1183313083520995328
1186882459943817216,1192457241686757376
1186882459943817216,1190610796268703744
1186882459943817216,1183340831077490688
1186882459943817216,1193394193412087808
1186882459943817216,1194178927142621184
1186882459943817216,1184003501002764288
1186882459943817216,1193750957160648705
1186882459943817216,1187591793455484928
1186882459943817216,1189662111716315139
1186882459943817216,1182032038234411009
1186882459943817216,1196949759866466304
1186882459943817216,1189353233598300160
1186882459943817216,1185152971077758978
1186882459943817216,1196388293556002817
1186882459943817216,1182110998078976000
1186882459943817216,1189991170467860480
1186882459943817216,1190279960885248001
1186882459943817216,1184040390195896320
1186882459943817216,1189443135761457152
1186882459943817216,1182813072144007168
1186882459943817216,1197875444898553857
1186882459943817216,1183025991783976962
1186882459943817216,1192372452996898816
1186882459943817216,1197886829242060803
1186882459943817216,1195772011911380992
1186882459943817216,1182632251546169344
1186882459943817216,1185558906933776384
1186882459943817216,1179037069869404161
1186882459943817216,1195167113557807109
1186882459943817216,1191652995634622465
1186882459943817216,1184839096075608070
1186882459943817216,1194787121606737920
1186882459943817216,1191808313123467264
1186882459943817216,1189948227442937856
1186882459943817216,1198844633175879680
1186882459943817216,1181638327281340417
1186882459943817216,1181631422110392320
1186882459943817216,1187432213924724737
1186882459943817216,1188954192704094210
1186882459943817216,1189901083352559622
1186882459943817216,1194996751180189698
1186882459943817216,1196188648900685824
1186882459943817216,1190080251944042496
1186882459943817216,1183717736242995202
1186882459943817216,1187745644942901249
1186882459943817216,1189893262531674113
1186882459943817216,1181278604094631942
1186882459943817216,1195408438324604933
1191754334209314816,1186472904361271296
1191754334209314816,1199594520205307906
1191754334209314816,1179958126130253824
1191754334209314816,1195680848701321216
1191754334209314816,1184269003134365696
1191754334209314816,1189890280964575234
1191754334209314816,1179306005064228865
1191754334209314816,1183313083520995328
1191754334209314816,1192457241686757376
1191754334209314816,1190610796268703744
1191754334209314816,1183340831077490688
1191754334209314816,1193394193412087808
1191754334209314816,1194178927142621184
1191754334209314816,1184003501002764288
1191754334209314816,1193750957160648705
1191754334209314816,1187591793455484928
1191754334209314816,1189662111716315139
1191754334209314816,1182032038234411009
1191754334209314816,1196949759866466304
1191754334209314816,1189353233598300160
1191754334209314816,1185152971077758978
1191754334209314816,1196388293556002817
1191754334209314816,1182110998078976000
1191754334209314816,1189991170467860480
1191754334209314816,1190279960885248001
1191754334209314816,1184040390195896320
1191754334209314816,1189443135761457152
1191754334209314816,1182813072144007168
1191754334209314816,1197875444898553857
1191754334209314816,1183025991783976962
1191754334209314816,1192372452996898816
1191754334209314816,1197886829242060803
1191754334209314816,1195772011911380992
1191754334209314816,1182632251546169344
1191754334209314816,1185558906933776384
1191754334209314816,1179037069869404161
1191754334209314816,1195167113557807109
1191754334209314816,1191652995634622465
1191754334209314816,1184839096075608070
1191754334209314816,1194787121606737920
1191754334209314816,1191808313123467264
1191754334209314816,1189948227442937856
1191754334209314816,1198844633175879680
1191754334209314816,1181638327281340417
1191754334209314816,1181631422110392320
1191754334209314816,1187432213924724737
1191754334209314816,1188954192704094210
1191754334209314816,1189901083352559622
1191754334209314816,1194996751180189698
1191754334209314816,1196188648900685824
1191754334209314816,1190080251944042496
1191754334209314816,1183717736242995202
1191754334209314816,1187745644942901249
1191754334209314816,1189893262531674113
1191754334209314816,1181278604094631942
1191754334209314816,1195408438324604933
1186472904361271296,1199594520205307906
1186472904361271296,1179958126130253824
1186472904361271296,1195680848701321216
1186472904361271296,1184269003134365696
1186472904361271296,1189890280964575234
1186472904361271296,1179306005064228865
1186472904361271296,1183313083520995328
1186472904361271296,1192457241686757376
1186472904361271296,1190610796268703744
1186472904361271296,1183340831077490688
1186472904361271296,1193394193412087808
1186472904361271296,1194178927142621184
1186472904361271296,1184003501002764288
1186472904361271296,1193750957160648705
1186472904361271296,1187591793455484928
1186472904361271296,1189662111716315139
1186472904361271296,1182032038234411009
1186472904361271296,1196949759866466304
1186472904361271296,1189353233598300160
1186472904361271296,1185152971077758978
1186472904361271296,1196388293556002817
1186472904361271296,1182110998078976000
1186472904361271296,1189991170467860480
1186472904361271296,1190279960885248001
1186472904361271296,1184040390195896320
1186472904361271296,1189443135761457152
1186472904361271296,1182813072144007168
1186472904361271296,1197875444898553857
1186472904361271296,1183025991783976962
1186472904361271296,1192372452996898816
1186472904361271296,1197886829242060803
1186472904361271296,1195772011911380992
1186472904361271296,1182632251546169344
1186472904361271296,1185558906933776384
1186472904361271296,1179037069869404161
1186472904361271296,1195167113557807109
1186472904361271296,1191652995634622465
1186472904361271296,1184839096075608070
1186472904361271296,1194787121606737920
1186472904361271296,1191808313123467264
1186472904361271296,1189948227442937856
1186472904361271296,1198844633175879680
1186472904361271296,1181638327281340417
1186472904361271296,1181631422110392320
1186472904361271296,1187432213924724737
1186472904361271296,1188954192704094210
1186472904361271296,1189901083352559622
1186472904361271296,1194996751180189698
1186472904361271296,1196188648900685824
1186472904361271296,1190080251944042496
1186472904361271296,1183717736242995202
1186472904361271296,1187745644942901249
1186472904361271296,1189893262531674113
1186472904361271296,1181278604094631942
1186472904361271296,1195408438324604933
1186472904361271296,1191358296873037825
1186472904361271296,1190731494148456448
1186472904361271296,1186144427451928576
1186472904361271296,1186246856545685505
1186472904361271296,1200170538397683712
1186472904361271296,1183984990054313984
1186472904361271296,1196247750804819968
1186472904361271296,1196112681603747840
1186472904361271296,1182468849813331975
1186472904361271296,1181881731160276994
1186472904361271296,1190593047630766080
1186472904361271296,1183749092217737217
1186472904361271296,1197519358936801280
1186472904361271296,1186400251806011392
1186472904361271296,1196151482032304136
1186472904361271296,1192724457032273921
1186472904361271296,1179894113417740288
1186472904361271296,1189114414122688512
1186472904361271296,1179335000099082240
1186472904361271296,1180174494889107456
1186472904361271296,1191581062499065862
1186472904361271296,1192480552995213312
1186472904361271296,1183949150179614720
1186472904361271296,1188100197273894916
1199594520205307906,1179958126130253824
1199594520205307906,1195680848701321216
1199594520205307906,1184269003134365696
1199594520205307906,1189890280964575234
1199594520205307906,1179306005064228865
1199594520205307906,1183313083520995328
1199594520205307906,1192457241686757376
1199594520205307906,1190610796268703744
1199594520205307906,1183340831077490688
1199594520205307906,1193394193412087808
1199594520205307906,1194178927142621184
1199594520205307906,1184003501002764288
1199594520205307906,1193750957160648705
1199594520205307906,1187591793455484928
1199594520205307906,1189662111716315139
1199594520205307906,1182032038234411009
1199594520205307906,1196949759866466304
1199594520205307906,1189353233598300160
1199594520205307906,1185152971077758978
1199594520205307906,1196388293556002817
1199594520205307906,1182110998078976000
1199594520205307906,1189991170467860480
1199594520205307906,1190279960885248001
1199594520205307906,1184040390195896320
1199594520205307906,1189443135761457152
1199594520205307906,1182813072144007168
1199594520205307906,1197875444898553857
1199594520205307906,1183025991783976962
1199594520205307906,1192372452996898816
1199594520205307906,1197886829242060803
1199594520205307906,1195772011911380992
1199594520205307906,1182632251546169344
1199594520205307906,1185558906933776384
1199594520205307906,1179037069869404161
1199594520205307906,1195167113557807109
1199594520205307906,1191652995634622465
1199594520205307906,1184839096075608070
1199594520205307906,1194787121606737920
1199594520205307906,1191808313123467264
1199594520205307906,1189948227442937856
1199594520205307906,1198844633175879680
1199594520205307906,1181638327281340417
1199594520205307906,1181631422110392320
1199594520205307906,1187432213924724737
1199594520205307906,1188954192704094210
1199594520205307906,1189901083352559622
1199594520205307906,1194996751180189698
1199594520205307906,1196188648900685824
1199594520205307906,1190080251944042496
1199594520205307906,1183717736242995202
1199594520205307906,1187745644942901249
1199594520205307906,1189893262531674113
1199594520205307906,1181278604094631942
1199594520205307906,1195408438324604933
1179958126130253824,1195680848701321216
1179958126130253824,1184269003134365696
1179958126130253824,1189890280964575234
1179958126130253824,1179306005064228865
1179958126130253824,1183313083520995328
1179958126130253824,1192457241686757376
1179958126130253824,1190610796268703744
1179958126130253824,1183340831077490688
1179958126130253824,1193394193412087808
1179958126130253824,1194178927142621184
1179958126130253824,1184003501002764288
1179958126130253824,1193750957160648705
1179958126130253824,1187591793455484928
1179958126130253824,1189662111716315139
1179958126130253824,1182032038234411009
1179958126130253824,1196949759866466304
1179958126130253824,1189353233598300160
1179958126130253824,1185152971077758978
1179958126130253824,1196388293556002817
1179958126130253824,1182110998078976000
1179958126130253824,1189991170467860480
1179958126130253824,1190279960885248001
1179958126130253824,1184040390195896320
1179958126130253824,1189443135761457152
1179958126130253824,1182813072144007168
1179958126130253824,1197875444898553857
1179958126130253824,1183025991783976962
1179958126130253824,1192372452996898816
1179958126130253824,1197886829242060803
1179958126130253824,1195772011911380992
1179958126130253824,1182632251546169344
1179958126130253824,1185558906933776384
1179958126130253824,1179037069869404161
1179958126130253824,1195167113557807109
1179958126130253824,1191652995634622465
1179958126130253824,1184839096075608070
1179958126130253824,1194787121606737920
1179958126130253824,1191808313123467264
1179958126130253824,1189948227442937856
1179958126130253824,1198844633175879680
1179958126130253824,1181638327281340417
1179958126130253824,1181631422110392320
1179958126130253824,1187432213924724737
1179958126130253824,1188954192704094210
1179958126130253824,1189901083352559622
1179958126130253824,1194996751180189698
1179958126130253824,1196188648900685824
1179958126130253824,1190080251944042496
1179958126130253824,1183717736242995202
1179958126130253824,1187745644942901249
1179958126130253824,1189893262531674113
1179958126130253824,1181278604094631942
1179958126130253824,1195408438324604933
1195680848701321216,1184269003134365696
1195680848701321216,1189890280964575234
1195680848701321216,1179306005064228865
1195680848701321216,1183313083520995328
1195680848701321216,1192457241686757376
1195680848701321216,1190610796268703744
1195680848701321216,1183340831077490688
1195680848701321216,1193394193412087808
1195680848701321216,1194178927142621184
1195680848701321216,1184003501002764288
1195680848701321216,1193750957160648705
1195680848701321216,1187591793455484928
1195680848701321216,1189662111716315139
1195680848701321216,1182032038234411009
1195680848701321216,1196949759866466304
1195680848701321216,1189353233598300160
1195680848701321216,1185152971077758978
1195680848701321216,1196388293556002817
1195680848701321216,1182110998078976000
1195680848701321216,1189991170467860480
1195680848701321216,1190279960885248001
1195680848701321216,1184040390195896320
1195680848701321216,1189443135761457152
1195680848701321216,1182813072144007168
1195680848701321216,1197875444898553857
1195680848701321216,1183025991783976962
1195680848701321216,1192372452996898816
1195680848701321216,1197886829242060803
1195680848701321216,1195772011911380992
1195680848701321216,1182632251546169344
1195680848701321216,1185558906933776384
1195680848701321216,1179037069869404161
1195680848701321216,1195167113557807109
1195680848701321216,1191652995634622465
1195680848701321216,1184839096075608070
1195680848701321216,1194787121606737920
1195680848701321216,1191808313123467264
1195680848701321216,1189948227442937856
1195680848701321216,1198844633175879680
1195680848701321216,1181638327281340417
1195680848701321216,1181631422110392320
1195680848701321216,1187432213924724737
1195680848701321216,1188954192704094210
1195680848701321216,1189901083352559622
1195680848701321216,1194996751180189698
1195680848701321216,1196188648900685824
1195680848701321216,1190080251944042496
1195680848701321216,1183717736242995202
1195680848701321216,1187745644942901249
1195680848701321216,1189893262531674113
1195680848701321216,1181278604094631942
1195680848701321216,1195408438324604933
1195680848701321216,1193719963762036742
1195680848701321216,1181718551725559809
1195680848701321216,1180075789657632769
1195680848701321216,1193757375976501249
1195680848701321216,1183321750177599490
1195680848701321216,1188374736008466433
1195680848701321216,1183538226679767040
1195680848701321216,1183749092217737217
1195680848701321216,1181956242966605824
1195680848701321216,1196151482032304136
1195680848701321216,1193480395162976256
1195680848701321216,1195230204295184391
1195680848701321216,1182317567563702272
1195680848701321216,1197774385211297792
1195680848701321216,1181825712019238912
1195680848701321216,1184124891072565248
1195680848701321216,1183947476182732801
1195680848701321216,1178938076338372609
1184269003134365696,1189890280964575234
1184269003134365696,1179306005064228865
1184269003134365696,1183313083520995328
1184269003134365696,1192457241686757376
1184269003134365696,1190610796268703744
1184269003134365696,1183340831077490688
1184269003134365696,1193394193412087808
1184269003134365696,1194178927142621184
1184269003134365696,1184003501002764288
1184269003134365696,1193750957160648705
1184269003134365696,1187591793455484928
1184269003134365696,1189662111716315139
1184269003134365696,1182032038234411009
1184269003134365696,1196949759866466304
1184269003134365696,1189353233598300160
1184269003134365696,1185152971077758978
1184269003134365696,1196388293556002817
1184269003134365696,1182110998078976000
1184269003134365696,1189991170467860480
1184269003134365696,1190279960885248001
1184269003134365696,1184040390195896320
1184269003134365696,1189443135761457152
1184269003134365696,1182813072144007168
1184269003134365696,1197875444898553857
1184269003134365696,1183025991783976962
1184269003134365696,1192372452996898816
1184269003134365696,1197886829242060803
1184269003134365696,1195772011911380992
1184269003134365696,1182632251546169344
1184269003134365696,1185558906933776384
1184269003134365696,1179037069869404161
1184269003134365696,1195167113557807109
1184269003134365696,1191652995634622465
1184269003134365696,1184839096075608070
1184269003134365696,1194787121606737920
1184269003134365696,1191808313123467264
1184269003134365696,1189948227442937856
1184269003134365696,1198844633175879680
1184269003134365696,1181638327281340417
1184269003134365696,1181631422110392320
1184269003134365696,1187432213924724737
1184269003134365696,1188954192704094210
1184269003134365696,1189901083352559622
1184269003134365696,1194996751180189698
1184269003134365696,1196188648900685824
1184269003134365696,1190080251944042496
1184269003134365696,1183717736242995202
1184269003134365696,1187745644942901249
1184269003134365696,1189893262531674113
1184269003134365696,1181278604094631942
1184269003134365696,1195408438324604933
1189890280964575234,1179306005064228865
1189890280964575234,1183313083520995328
1189890280964575234,1192457241686757376
1189890280964575234,1190610796268703744
1189890280964575234,1183340831077490688
1189890280964575234,1193394193412087808
1189890280964575234,1194178927142621184
1189890280964575234,1184003501002764288
1189890280964575234,1193750957160648705
1189890280964575234,1187591793455484928
1189890280964575234,1189662111716315139
1189890280964575234,1182032038234411009
1189890280964575234,1196949759866466304
1189890280964575234,1189353233598300160
1189890280964575234,1185152971077758978
1189890280964575234,1196388293556002817
1189890280964575234,1182110998078976000
1189890280964575234,1189991170467860480
1189890280964575234,1190279960885248001
1189890280964575234,1184040390195896320
1189890280964575234,1189443135761457152
1189890280964575234,1182813072144007168
1189890280964575234,1197875444898553857
1189890280964575234,1183025991783976962
1189890280964575234,1192372452996898816
1189890280964575234,1197886829242060803
1189890280964575234,1195772011911380992
1189890280964575234,1182632251546169344
1189890280964575234,1185558906933776384
1189890280964575234,1179037069869404161
1189890280964575234,1195167113557807109
1189890280964575234,1191652995634622465
1189890280964575234,1184839096075608070
1189890280964575234,1194787121606737920
1189890280964575234,1191808313123467264
1189890280964575234,1189948227442937856
1189890280964575234,1198844633175879680
1189890280964575234,1181638327281340417
1189890280964575234,1181631422110392320
1189890280964575234,1187432213924724737
1189890280964575234,1188954192704094210
1189890280964575234,1189901083352559622
1189890280964575234,1194996751180189698
1189890280964575234,1196188648900685824
1189890280964575234,1190080251944042496
1189890280964575234,1183717736242995202
1189890280964575234,1187745644942901249
1189890280964575234,1189893262531674113
1189890280964575234,1181278604094631942
1189890280964575234,1195408438324604933
1179306005064228865,1183313083520995328
1179306005064228865,1192457241686757376
1179306005064228865,1190610796268703744
1179306005064228865,1183340831077490688
1179306005064228865,1193394193412087808
1179306005064228865,1194178927142621184
1179306005064228865,1184003501002764288
1179306005064228865,1193750957160648705
1179306005064228865,1187591793455484928
1179306005064228865,1189662111716315139
1179306005064228865,1182032038234411009
1179306005064228865,1196949759866466304
1179306005064228865,1189353233598300160
1179306005064228865,1185152971077758978
1179306005064228865,1196388293556002817
1179306005064228865,1182110998078976000
1179306005064228865,1189991170467860480
1179306005064228865,1190279960885248001
1179306005064228865,1184040390195896320
1179306005064228865,1189443135761457152
1179306005064228865,1182813072144007168
1179306005064228865,1197875444898553857
1179306005064228865,1183025991783976962
1179306005064228865,1192372452996898816
1179306005064228865,1197886829242060803
1179306005064228865,1195772011911380992
1179306005064228865,1182632251546169344
1179306005064228865,1185558906933776384
1179306005064228865,1179037069869404161
1179306005064228865,1195167113557807109
1179306005064228865,1191652995634622465
1179306005064228865,1184839096075608070
1179306005064228865,1194787121606737920
1179306005064228865,1191808313123467264
1179306005064228865,1189948227442937856
1179306005064228865,1198844633175879680
1179306005064228865,1181638327281340417
1179306005064228865,1181631422110392320
1179306005064228865,1187432213924724737
1179306005064228865,1188954192704094210
1179306005064228865,1189901083352559622
1179306005064228865,1194996751180189698
1179306005064228865,1196188648900685824
1179306005064228865,1190080251944042496
1179306005064228865,1183717736242995202
1179306005064228865,1187745644942901249
1179306005064228865,1189893262531674113
1179306005064228865,1181278604094631942
1179306005064228865,1195408438324604933
1179306005064228865,1191358296873037825
1179306005064228865,1190731494148456448
1179306005064228865,1186144427451928576
1179306005064228865,1186246856545685505
1179306005064228865,1200170538397683712
1179306005064228865,1183984990054313984
1179306005064228865,1196247750804819968
1179306005064228865,1196112681603747840
1179306005064228865,1182468849813331975
1179306005064228865,1181881731160276994
1179306005064228865,1190593047630766080
1179306005064228865,1183749092217737217
1179306005064228865,1197519358936801280
1179306005064228865,1186400251806011392
1179306005064228865,1196151482032304136
1179306005064228865,1192724457032273921
1179306005064228865,1179894113417740288
1179306005064228865,1189114414122688512
1179306005064228865,1179335000099082240
1179306005064228865,1180174494889107456
1179306005064228865,1191581062499065862
1179306005064228865,1192480552995213312
1179306005064228865,1183949150179614720
1179306005064228865,1188100197273894916
1179306005064228865,1182979122810642432
1179306005064228865,1180806673708896256
1179306005064228865,1182317567563702272
1179306005064228865,1183186516010590213
1183313083520995328,1192457241686757376
1183313083520995328,1190610796268703744
1183313083520995328,1183340831077490688
1183313083520995328,1193394193412087808
1183313083520995328,1194178927142621184
1183313083520995328,1184003501002764288
1183313083520995328,1193750957160648705
1183313083520995328,1187591793455484928
1183313083520995328,1189662111716315139
1183313083520995328,1182032038234411009
1183313083520995328,1196949759866466304
1183313083520995328,1189353233598300160
1183313083520995328,1185152971077758978
1183313083520995328,1196388293556002817
1183313083520995328,1182110998078976000
1183313083520995328,1189991170467860480
1183313083520995328,1190279960885248001
1183313083520995328,1184040390195896320
1183313083520995328,1189443135761457152
1183313083520995328,1182813072144007168
1183313083520995328,1197875444898553857
1183313083520995328,1183025991783976962
1183313083520995328,1192372452996898816
1183313083520995328,1197886829242060803
1183313083520995328,1195772011911380992
1183313083520995328,1182632251546169344
1183313083520995328,1185558906933776384
1183313083520995328,1179037069869404161
1183313083520995328,1195167113557807109
1183313083520995328,1191652995634622465
1183313083520995328,1184839096075608070
1183313083520995328,1194787121606737920
1183313083520995328,1191808313123467264
1183313083520995328,1189948227442937856
1183313083520995328,1198844633175879680
1183313083520995328,1181638327281340417
1183313083520995328,1181631422110392320
1183313083520995328,1187432213924724737
1183313083520995328,1188954192704094210
1183313083520995328,1189901083352559622
1183313083520995328,1194996751180189698
1183313083520995328,1196188648900685824
1183313083520995328,1190080251944042496
1183313083520995328,1183717736242995202
1183313083520995328,1187745644942901249
1183313083520995328,1189893262531674113
1183313083520995328,1181278604094631942
1183313083520995328,1195408438324604933
1192457241686757376,1190610796268703744
1192457241686757376,1183340831077490688
1192457241686757376,1193394193412087808
1192457241686757376,1194178927142621184
1192457241686757376,1184003501002764288
1192457241686757376,1193750957160648705
1192457241686757376,1187591793455484928
1192457241686757376,1189662111716315139
1192457241686757376,1182032038234411009
1192457241686757376,1196949759866466304
1192457241686757376,1189353233598300160
1192457241686757376,1185152971077758978
1192457241686757376,1196388293556002817
1192457241686757376,1182110998078976000
1192457241686757376,1189991170467860480
1192457241686757376,1190279960885248001
1192457241686757376,1184040390195896320
1192457241686757376,1189443135761457152
1192457241686757376,1182813072144007168
1192457241686757376,1197875444898553857
1192457241686757376,1183025991783976962
1192457241686757376,1192372452996898816
1192457241686757376,1197886829242060803
1192457241686757376,1195772011911380992
1192457241686757376,1182632251546169344
1192457241686757376,1185558906933776384
1192457241686757376,1179037069869404161
1192457241686757376,1195167113557807109
1192457241686757376,1191652995634622465
1192457241686757376,1184839096075608070
1192457241686757376,1194787121606737920
1192457241686757376,1191808313123467264
1192457241686757376,1189948227442937856
1192457241686757376,1198844633175879680
1192457241686757376,1181638327281340417
1192457241686757376,1181631422110392320
1192457241686757376,1187432213924724737
1192457241686757376,1188954192704094210
1192457241686757376,1189901083352559622
1192457241686757376,1194996751180189698
1192457241686757376,1196188648900685824
1192457241686757376,1190080251944042496
1192457241686757376,1183717736242995202
1192457241686757376,1187745644942901249
1192457241686757376,1189893262531674113
1192457241686757376,1181278604094631942
1192457241686757376,1195408438324604933
1192457241686757376,1187342885563359232
1192457241686757376,1181944195952586752
1192457241686757376,1183749092217737217
